outlet,bias,headline,summary,ground_news_interest_url
Common Dreams,Left,Invoking Insurrection Act Is the Opposite of What Minneapolis Needs,"On social media today, Donald Trump threatened to invoke the Insurrection Act, which would allow him to deploy military forces in Minnesota. Lisa Gilbert, co-president of Public Citizen, issued the following statement in response: ""Invoking the Insurrection Act to deploy military forces against the American people is the exact opposite of what Minneapolis — and the country — needs right now. ""The violence in Minneapolis is being perpetrated by I... 1 month ago · United States",https://ground.news/interest/common-dreams
Alternet,Left,'We did not protect President Trump' DOJ says upon releasing 3 million more Epstein files,"More than forty days after federal law required the release of the Epstein files, the U.S. Department of Justice announced it will post about three million additional documents from its trove on Friday.In addition to the documents, 2,000 videos and about 180,000 images will also be released, according to Deputy Attorney General Todd Blanche, who “said the files included images taken by Epstein and others that were on his devices but he didn’t take.”",https://ground.news/interest/alternet
The New Yorker,Left,Attorney General Pam Bondi's Contempt for Congress,"In a hearing dominated by questions about the Epstein files, the Attorney General treated congressional oversight like a roller derby. Ruth Marcus reports on the hearing and on the weaponization of the Department of Justice under Trump.",https://ground.news/interest/the-new-yorker
Bossip,Left,"Rep. Ilhan Omar’s Attacker Anthony Kazmierczak Charged With Assault, Sprayed Substance Identified","Source: Hennepin County Sheriff / other Donald Trump’s America is in perpetual turmoil. Immigrants are being targeted with violent kidnapping, citizens are being killed by militarized federal agencies and politicians who push back against that agenda are subject to physical attack by MAGA supporters. Yesterday, during a town hall meeting, Rep. Ilhan Omar was sprayed with a then unknown substance by a 55-year-old white man named Anthony Kazmierczak, who is now charged with assault.",https://ground.news/interest/bossip
Aftonbladet,Left,Trump Threatens Tariffs on Countries that Do Not Support Greenland Plan,"Donald Trump wants to take over Greenland. Now he is threatening to impose tariffs on countries that oppose him. Because we need Greenland for our security, says Trump according to The New York Times.",https://ground.news/interest/aftonbladet
HuffPost UK,Left,Trump Warns 'Massive Armada' Heading To Iran: 'Time Is Running Out',"""As I told Iran once before, MAKE A DEAL!"" The president said.",https://ground.news/interest/huffpost-uk
The Canary,Left,Trump regime's claim dead ICE detainee killed himself is a flat-out lie,"Trump's ICE fascists have claimed that a Cuban detainee who died in ICE custody ""died while attempting suicide"". They are lying. ICE now lying about Cuban detainee Geraldo Lunas Campos. An eye-witness says that guards pinned and choked Cuban detainee Geraldo Lunas Campos after he refused to enter a new area of the ICE detention camp without his meds. Guards reacted by handcuffing and choking him. The El Paso County medical examiner agrees. After 1 month ago.",https://ground.news/interest/the-canary
Crooks and Liars,Left,"Trump Stirs The Pot In Minnesota, Threatens To Invoke The Insurrection Act","Just when you thought it was safe to go back in the water, Trump is stirring up trouble again.",https://ground.news/interest/crooksandliarscom
teleSUR,Left,Ice Agents Suspended After Protestant's Death in Minneapolis,Two officers involved in the shooting of Protestant Alex Pretti have been placed on administrative leave.,https://ground.news/interest/telesurtvnet
New York Magazine,Left,Trump Gets Nobel Peace Prize in Saddest Way Possible,"Trump finally got a Nobel Peace Prize in the saddest way possible. María Corina Machado said she ""presented"" her award to the president during their White House meeting. But there was no big on-camera reveal, and the Nobel said he's still no winner.",https://ground.news/interest/new-york-magazine
The New Republic,Left,FBI Records Expose Trump's False Claim of No Knowledge on Epstein,President Trump's claim of no knowledge about Jeffrey Epstein's crimes is contradicted by FBI records from 2006.,https://ground.news/interest/the-new-republic
scheerpost.com,Left,Trump’s IRS Leak Suit Pulls Back the Curtain on a Government That Can’t Protect Its Own Data,"President Donald Trump has filed a $10 billion lawsuit against the IRS and the Treasury Department, accusing federal agencies of failing to prevent the leak of his tax information to major news outlets between 2018 and 2020. The suit, filed in federal court in Florida, names Trump’s sons Eric Trump and Donald Trump Jr. as defendants.",https://ground.news/interest/scheerpostcom
The New Republic,Left,Trump’s Lawsuit Against the IRS Is Even Crazier Than You Think,Donald Trump is suing over things that happened during his first term.,https://ground.news/interest/the-new-republic
Le Huffington Post,Left,Two Minneapolis Police Officers Suspended After Shooting Ten Times at Alex Pretti,"The two officers involved in the shooting of Alex Pretti have been suspended, while several agents attempted to subdue him on the ground.",https://ground.news/interest/le-huffington-post
Xinhua,Left,"Bulgaria Joins Eurozone Amid Expectations, Adjustments","Bulgaria joins eurozone amid expectations, adjustments",https://ground.news/interest/newscn
HuffPost,Left,"'All Accurate, Except': Stephen Colbert Trolls Melania Trump With 1 Epic Fact-Check","The ""Late Show"" host mocked the first lady over the release of her documentary.",https://ground.news/interest/huffpost
Wonkette,Left,"The Softer Side Of ICE. Tabs, Wed., Jan. 28, 2026","Tabs gif by your friend Martini Glambassador! Good morning good morning, Trump doesn’t like the shootings, it’s time to “de-escalate” and have “heart.” Like so:Why public opinion sometimes moves really really fast, in this case on “immigration” and abolish ICE. (G. Elliott Morris) You can’t train your way out of evil. (The New Republic)But you can train your way out of ignorant! Get all the important news that matters!“Embattled” Kristi Noem is …",https://ground.news/interest/wonkette
New York Magazine,Left,Trump Responds to Ilhan Omar Attack With Evidence-Free Smear,"Trump responds to Ilhan Omar attack with evidence-free smear. After a man sprayed liquid on the Minnesota Democrat, Trump accused her of staging the attack — while admitting he hadn’t watched the video.",https://ground.news/interest/new-york-magazine
Middle East Eye,Left,Federal Judge Blocks Trump Administration from Detaining Refugees in Minnesota,Judge John Tunheim issued a restraining order to block federal agents from arresting and detaining lawful refugees in Minnesota.,https://ground.news/interest/middle-east-eye
The New Republic,Left,Trump Announces His Surprising Pick for Next Fed Chair: Kevin Warsh,President Trump’s nominee for the next chair of the Federal Reserve was very much not the obvious choice.,https://ground.news/interest/the-new-republic
Mashable,Left,Jimmy Kimmel's blunt reaction to the latest Epstein files update,Trump officials have yet to release a specific release date for the latest Epstein files update.,https://ground.news/interest/mashable
factkeepers.com,Left,Proof and Truth and Lies,"Republished with permission from Lucian K. Truscott IV Buckle up. There is more, and it is worse than you think. Donald Trump, as he does almost daily, had reporters in the Oval Office today and answered a question saying “there’s nothing on me” in the Epstein files and claimed that “they found that Jeffrey Epstein and a sleazebag writer named Michael Wolff were conspiring against Donald Trump to lose the election.” Elsewhere, it emerged that in...",https://ground.news/interest/factkeeperscom
Meduza,Left,Faux FBI Agent Attempts to Free Prisoner Accused of Murder,"On January 27, a man posing as an FBI agent attempted to release Luigi Manjone, who is accused of murdering Brian Thompson, CEO of UnitedHealthcare.",https://ground.news/interest/meduza
Raw Story,Left,Trump Considers Massive Military Offensive Against Iran Amid Diplomatic Collapse,"President Donald Trump is seriously considering a massive military offensive against Iran following back-channel negotiations over the country's nuclear program and ballistic missiles reaching a dead end, sources confirmed to CNN. The dramatic report comes after Trump considered military action framed as support for regional allies.",https://ground.news/interest/raw-story
